usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
1.475,19.469,79.056,0.0,0.0,0.0,134553600.0,22118400.0,263192576.0,3594399744.0,2080.0,15346.0,0.0,0.0,0.0,0.0,1314.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43521.0,126348.0,2.0,0.0,5.0
1.389,24.167,74.444,0.0,0.0,0.0,134549504.0,22118400.0,263196672.0,3594399744.0,2080.0,15346.0,0.0,0.0,0.0,0.0,1452.0,19162.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43819.0,127105.0,0.0,0.0,5.0
8.333,21.552,70.115,0.0,0.0,0.0,134397952.0,22126592.0,263200768.0,3594539008.0,2176.0,15338.0,0.0,24576.0,0.0,4.0,1314.0,19760.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42902.0,121367.0,4.0,0.0,13.0
2.083,18.155,79.762,0.0,0.0,0.0,134365184.0,22126592.0,263200768.0,3594571776.0,2176.0,15338.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43420.0,126965.0,4.0,0.0,5.0
1.201,15.616,83.183,0.0,0.0,0.0,134012928.0,22126592.0,263200768.0,3594924032.0,2176.0,15338.0,0.0,114688.0,0.0,10.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,36020.0,119068.0,0.0,0.0,5.0
1.671,19.22,79.109,0.0,0.0,0.0,133976064.0,22126592.0,263204864.0,3594956800.0,2176.0,15338.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,28731.0,110242.0,4.0,0.0,5.0
2.26,23.729,74.011,0.0,0.0,0.0,133816320.0,22126592.0,263204864.0,3595116544.0,2176.0,15341.0,0.0,0.0,0.0,0.0,1436.0,19291.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42621.0,126262.0,2.0,0.0,8.0
2.201,21.069,76.73,0.0,0.0,0.0,133775360.0,22134784.0,263204864.0,3595149312.0,2176.0,15341.0,0.0,57344.0,0.0,4.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58094.0,141892.0,3.0,0.0,5.0
2.121,24.545,73.333,0.0,0.0,0.0,134074368.0,22134784.0,263204864.0,3594850304.0,2176.0,15341.0,0.0,0.0,0.0,0.0,1314.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57712.0,140844.0,4.0,0.0,6.0
6.322,23.851,69.828,0.0,0.0,0.0,133521408.0,22134784.0,263208960.0,3595399168.0,2144.0,15342.0,0.0,57344.0,0.0,10.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,39643.0,120766.0,1.0,0.0,12.0
